<p style="text-align:justify;">Một dự án chỉ được tiến hành khi đáp ứng đầy đủ các yêu cầu nào sau đây?</p>	Mục tiêu, yêu cầu của khách hàng, ngân sách, kế hoạch thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, thời gian thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, công nghệ thực hiện, kết quả mong đợi.	Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Mục tiêu, yêu cầu của khách hàng, ngân sách, giải pháp thực hiện, kết quả mong đợi.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Quản lý dự án là:</p>	Khả năng hoàn thành một công việc trong khoảng thời gian nhất định.	Khả năng quản lý một chuỗi công việc theo thứ tự thời gian với khoảng thời gian và ngân sách nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một công việc với khoản ngân sách nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khả năng quản lý và nỗ lực tạm thời để tạo ra một sản phẩm hay dịch vụ duy nhất với khoảng thời gian và ngân sách nhất định.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Một chuỗi các công việc nhằm tạo ra một sản phẩm hay dịch vụ duy nhất trong một thời hạn nào đó được mô tả đúng bởi thuật ngữ nào?</p>	Một đơn vị công việc.	Một chương trình.	Một dự án.	Một nhiệm vụ.	Một dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Một dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Quản lý dự án phần mềm là:</p>	Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.	Khả năng quản lý một chuỗi công việc theo thứ tự thời gian với khoảng thời gian và ngân sách nhất định.	Khả năng hoàn thành một phần mềm trong khoảng thời gian nhất định.	Khả năng hoàn thành một phần mềm với khoản ngân sách nhất định.	Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khả năng quản lý và nỗ lực tạm thời để tạo ra một phần mềm duy nhất với khoảng thời gian và ngân sách nhất định.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Chọn phát biểu đúng về dự án?</p>	Dự án là một dịch vụ duy nhất được tiến hành để tạo ra một sản phẩm tạm thời.	Dự án là một sản phẩm tạm thời được tiến hành để tạo ra một nỗ lực hoặc dịch vụ duy nhất.	Dự án là một nỗ lực duy nhất để tạo ra một dịch vụ tạm thời.	Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.	Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Dự án là một nỗ lực tạm thời được tiến hành để tạo ra một sản phẩm hoặc dịch vụ duy nhất.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Yếu tố nào sau đây là yếu tố quyết định sự thành công của dự án?</p>	Con người.	Quy trình.	Kỹ thuật.	Sản phẩm.	Con người.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Con người.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Hoạt động nào sau đây KHÔNG PHẢI là một hoạt động đặc thù của người quản lý dự án?</p>	Lập kế hoạch tiến độ cho dự án.	Theo dõi và giám sát tiến độ dự án.	Kiểm soát công việc dự án.	Lập các kế hoạch cho dự án.	Kiểm soát công việc dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Kiểm soát công việc dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Sắp xếp theo thứ tự hợp lý cho các nhóm quy trình trong quản lý dự án phần mềm:</p>	Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.	Khởi động, thực hiện, lập kế hoạch, theo dõi và giám sát, kết thúc.	Khởi động, lập kế hoạch, theo dõi và giám sát, thực hiện, kết thúc.	Khởi động, theo dõi và giám sát, thực hiện, lập kế hoạch, kết thúc.	Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khởi động, lập kế hoạch, thực hiện, theo dõi và giám sát, kết thúc.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Yếu tố nào sau đây KHÔNG PHẢI là một trong các ràng buộc của quản lý dự án?</p>	Thời gian.	Chi phí.	Phạm vi.	Con người.	Con người.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Con người.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
<p style="text-align:justify;">Nhóm tiến trình nào sau đây của dự án phần mềm có khối lượng công việc ít nhất?</p>	Khởi động.	Theo dõi và giám sát.	Thực hiện.	Lập kế hoạch.	Khởi động.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khởi động.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 1. Tổng quan về quản lý dự án.</p>
