<p style="text-align:justify;">Loại chi phí nào sau đây KHÔNG làm ảnh hưởng đến chất lượng của dự án?</p>	Dự phòng.	Thất bại.	Di chuyển phần mềm.	Thẩm định.	Di chuyển phần mềm.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Di chuyển phần mềm.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Trong ước lượng phần mềm, phương pháp ước lượng từ dưới lên (bottom-up) cho rằng:</p>	Ngân sách năm nay sẽ ít hơn 20% so với năm trước.	Chi phí sẽ được ước lượng chi tiết dựa vào các công việc trong dự án.	Ngân sách năm nay sẽ nhiều hơn 20% so với năm trước.	Chi phí sẽ được ước lượng ở mức thấp nhất nếu có thể.	Chi phí sẽ được ước lượng chi tiết dựa vào các công việc trong dự án.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chi phí sẽ được ước lượng chi tiết dựa vào các công việc trong dự án.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Phương pháp ước lượng nào sau đây có ưu điểm là có độ chính xác cao?</p>	Trả giá để thắng.	Từ dưới lên.	Từ trên xuống.	Số dòng lệnh.	Từ dưới lên.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Từ dưới lên.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Phương pháp nào sau đây KHÔNG PHẢI là phương pháp ước lượng?</p>	Lấy ý kiến chuyên gia.	Từ dưới lên.	Trả giá để thắng.	Brainstorming.	Brainstorming.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Brainstorming.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Trong phương pháp ước lượng điểm trường hợp sử dụng, thuật ngữ UUCP là:</p>	Unadjusted use case protocol.	Unified use case protocol.	Unified use case point.	Unadjusted use case point.	Unadjusted use case point.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Unadjusted use case point.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Trong phương pháp ước lượng điểm trường hợp sử dụng, giá trị của tham số C2 của biểu thức tính yếu tố phức tạp kỹ thuật (TCF) có giá trị là:</p>	0,01	0,1	1	0,001	0,01<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 0,01</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Phương pháp nào sau đây là phương pháp ước lượng theo công thức?</p>	Điểm chức năng.	Tương tự.	Số nút trong lưu đồ dữ liệu (DFD).	Số dòng lệnh.	Điểm chức năng.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Điểm chức năng.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Thành phần nào sau đây KHÔNG PHẢI là đầu vào của phương pháp ước lượng điểm chức năng?</p>	Trả giá để thắng.	Quy tắc Parkinson.	Từ trên xuống.	Lấy ý kiến chuyên gia.	Trả giá để thắng.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Trả giá để thắng.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Phương pháp ước lượng từ dưới lên có độ chính xác như thế nào?</p>	Cao.	TB.	Tương đối thấp.	Thấp.	Cao.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Cao.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Phương pháp ước lượng điểm trường hợp sử dụng cần bao nhiêu loại dữ liệu đầu vào?</p>	3	6	5	4	4<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 4</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Trong phương pháp ước lượng điểm trường hợp sử dụng, giá trị của tham số C1 của biểu thức tính yếu tố phức tạp môi trường (EF) có giá trị là:</p>	1,4	0,4	1,44	0,44	1,4<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1,4</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Chọn thứ tự đúng của ước lượng phần mềm:</p>	Ước lượng kích thước → Ước lượng lịch biểu → Ước lượng nỗ lực → Ước lượng chi phí.	Ước lượng nỗ lực → Ước lượng lịch biểu → Ước lượng kích thước → Ước lượng chi phí.	Ước lượng lịch biểu → Ước lượng kích thước → Ước lượng nỗ lực → Ước lượng chi phí.	Ước lượng kích thước → Ước lượng nỗ lực → Ước lượng lịch biểu → Ước lượng chi phí.	Ước lượng kích thước → Ước lượng nỗ lực → Ước lượng lịch biểu → Ước lượng chi phí.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Ước lượng kích thước → Ước lượng nỗ lực → Ước lượng lịch biểu → Ước lượng chi phí.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 4. Ước lượng dự án phần mềm.</p>
<p style="text-align:justify;">Yếu tố nào sau đây KHÔNG PHẢI là đầu vào của quá trình lập kế hoạch là:</p>	Mối quan hệ giữa các công việc.	Danh sách các công việc.	Thời gian thực hiện các công việc.	Chi phí thực hiện từng công việc.	Chi phí thực hiện từng công việc.<p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 5. Lập kế hoạch&nbsp; tiến độ dự án phần mềm.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chi phí thực hiện từng công việc.</p><p><span style="font-weight: bold;">Tham khảo</span>: Bài giảng Chương 5. Lập kế hoạch&nbsp; tiến độ dự án phần mềm.</p>
