<p style="text-align:justify;">Hãy chỉ ra đáp án đúng?</p>	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp xử lý sự kiện, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp bố trí thông tin, CSS giúp xử lý sự kiện, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML không giúp gì trong quá trình tạo trang web.	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='text'&gt; dùng để làm gì?</p>	Dùng để submit dữ liệu.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một&nbsp; textbox cho phép nhập liệu nhiều dòng.	Tạo một ô password.	Tạo một ô text để nhập dữ liệu 1 dòng.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô text để nhập dữ liệu 1 dòng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='text'&gt; dùng để nhập liệu</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='Password'&gt; dùng để làm gì?</p>	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một textbox cho phép nhập liệu nhiều dòng.	Tạo một ô password.	Dùng để hiển thị hình ảnh.	Tạo một ô password.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='Password'&gt; dùng để nhập password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnUnload thực hiện khi nào?</p>	Khi di chuyển chuột qua.	Khi bắt đầu chương trình chạy.	Khi click chuột.	Khi kết thúc một chương trình.	Khi kết thúc một chương trình.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnUnload thực hiện khi kết thúc chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi kết thúc một chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnUnload thực hiện khi kết thúc chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Hãy chỉ ra phát biểu đúng?</p>	JavaScript dùng để viết game trong trang web.	Javascript dùng để định dạng dữ liệu.	Javascript không thể dùng để viết game cho web.	Javascript không dùng để kiểm tra tính hợp lệ của form.	JavaScript dùng để viết game trong trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: JavaScript dùng để viết game trong trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript dùng để viết game trong trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onclick xảy ra khi nào?</p>	Khi click chuột vào nút lệnh.	Khi một đối tượng trong form mất focus.	Khi click chuột vào một đối tượng trong form.	Khi một đối tượng trong form có focus.	Khi click chuột vào nút lệnh.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi click chuột vào nút lệnh.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onclick xảy ra khi Khi click chuột vào một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript đoạn mã sau cho ra kết quả gì?</p><p style="text-align:justify;">&lt;script&gt;function kiemtra(){window.open("<a href="http://google.com&quot;">http://google.com"</a>;,"Chao");}&lt;/script&gt;&lt;/head&gt;&lt;body onload ="kiemtra()"&gt;&lt;/body&gt;</p>	Không chạy được vì sai.	Hiện một trang vnn duy nhất.	Khi chạy thì một trang khác&nbsp; được hiện ra.	Khi kết thúc thì một site khác hiện ra.	Khi chạy thì một trang khác&nbsp; được hiện ra.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi chạy thì một trang khác&nbsp; được hiện ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: window.open là hàm mở một trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onchange thực hiện khi nào?</p>	Khi một đối tượng trong form mất focus.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	Khi một đối tượng trong form có focus.	Khi click chuột vào nút lệnh.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onchange xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">JavaScript có thể làm gì trong trang web?</p>	Tạo menu xổ xuống (menu con) trong thanh menu.	Javascript sẽ định dạng menu hiển thị màu xanh.	Javascript sẽ định dạng menu hiển thị màu đỏ.	Javascript sẽ định dạng menu hiển thị màu đỏ và màu xanh.	Tạo menu xổ xuống (menu con) trong thanh menu.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo menu xổ xuống (menu con) trong thanh menu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript có thể Tạo menu xổ xuống (menu con) trong thanh menu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onblur thực hiện khi nào?</p>	Khi click chuột vào nút lệnh.	Khi di chuyển con chuột qua form.	Khi một đối tượng trong form mất focus.	Khi một đối tượng trong form có focus.	Khi một đối tượng trong form mất focus.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi một đối tượng trong form mất focus.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onblur thực hiện khi một đối tượng mất focus.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
